action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL1200930,CHEMBL2095173
INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL3989559,CHEMBL2095173
INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL480,CHEMBL2095173
INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL1200470,CHEMBL2095173
INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL5314366,CHEMBL2095173
INHIBITOR,Carbonic anhydrase inhibitor,CHEMBL18,CHEMBL2095180
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL1201470,CHEMBL2095181
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL1201463,CHEMBL2095181
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL1200794,CHEMBL2095181
ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,CHEMBL19019,CHEMBL2095181
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL6067642,CHEMBL2095181
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL4297091,CHEMBL2095181
ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,CHEMBL1201149,CHEMBL2095181
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL1201132,CHEMBL2095181
ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,CHEMBL1718,CHEMBL2095181
AGONIST,Opioid receptors; mu/kappa/delta agonist,CHEMBL3989677,CHEMBL2095181
INHIBITOR,Tubulin inhibitor,CHEMBL1743082,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL1742994,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL428647,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL3545252,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL1683544,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL1201748,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL107,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL1201752,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL501867,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL538943,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL378544,CHEMBL2095182
INHIBITOR,Integrin alpha-4/beta-7 inhibitor,CHEMBL1201607,CHEMBL2095184
INHIBITOR,Glycogen synthase kinase-3 inhibitor,CHEMBL1200826,CHEMBL2095188
INHIBITOR,Glycogen synthase kinase-3 inhibitor,CHEMBL2103738,CHEMBL2095188
AGONIST,Platelet-derived growth factor receptor agonist,CHEMBL1201556,CHEMBL2095189
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL1201733,CHEMBL2095189
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL1946170,CHEMBL2095189
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL1567,CHEMBL2095189
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL2105708,CHEMBL2096618
ANTAGONIST,Adrenergic receptor beta antagonist,CHEMBL723,CHEMBL2094118
ANTAGONIST,Adrenergic receptor beta antagonist,CHEMBL1201167,CHEMBL2094118
AGONIST,Adrenergic receptor beta agonist,CHEMBL3989521,CHEMBL2094118
ANTAGONIST,Adrenergic receptor beta antagonist,CHEMBL1201002,CHEMBL2094118
AGONIST,Adrenergic receptor beta agonist,CHEMBL1711,CHEMBL2094118
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL1200395,CHEMBL2094124
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL2068724,CHEMBL2094124
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL1569,CHEMBL2094124
NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,CHEMBL1699,CHEMBL2094124
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL1201023,CHEMBL2094124
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL1094,CHEMBL2094124
NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,CHEMBL1714,CHEMBL2094124
INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1200578,CHEMBL2094125
INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1200759,CHEMBL2094125
INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1370561,CHEMBL2094125
INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1355736,CHEMBL2094125
AGONIST,Melatonin receptor agonist,CHEMBL1218,CHEMBL2094268
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1200389,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL2106195,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1200329,CHEMBL2095158
ANTAGONIST,Adrenergic receptor alpha-2 antagonist,CHEMBL654,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1705,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1200432,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1200494,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL134,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1200379,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL459,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL1200560,CHEMBL2095158
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL677,CHEMBL2095158
AGONIST,Dopamine receptor agonist,CHEMBL2311030,CHEMBL2096905
AGONIST,Dopamine receptor agonist,CHEMBL1275,CHEMBL2096905
ANTAGONIST,Dopamine receptor antagonist,CHEMBL1113,CHEMBL2096905
ANTAGONIST,Dopamine receptor antagonist,CHEMBL1423,CHEMBL2096905
ANTAGONIST,Glutamate receptor ionotropic kainate antagonist,CHEMBL220492,CHEMBL2109241
AGONIST,"Amylin receptor AMY1, CALCR/RAMP1 agonist",CHEMBL3833353,CHEMBL2111189
AGONIST,Amylin receptor AMY3; CALCR/RAMP3 agonist,CHEMBL3833353,CHEMBL2111190
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL1200948,CHEMBL2094251
AGONIST,Adrenergic receptor alpha-1 agonist,CHEMBL2062264,CHEMBL2094251
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL723,CHEMBL2094251
AGONIST,Adrenergic receptor alpha-1 agonist,CHEMBL1723,CHEMBL2094251
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL1200561,CHEMBL2094251
AGONIST,Adrenergic receptor alpha-1 agonist,CHEMBL1201103,CHEMBL2094251
AGONIST,Adrenergic receptor alpha-1 agonist,CHEMBL2062262,CHEMBL2094251
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL1201167,CHEMBL2094251
AGONIST,Adrenergic receptor alpha-1 agonist,CHEMBL1200461,CHEMBL2094251
AGONIST,Adrenergic receptor alpha-1 agonist,CHEMBL1200339,CHEMBL2094251
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL1558,CHEMBL2094251
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL1200914,CHEMBL2094251
ANTAGONIST,Adrenergic receptor alpha-1 antagonist,CHEMBL3989562,CHEMBL2094251
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL3989408,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL112,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL154,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1200806,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1201180,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1034,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL2103736,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL898,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL421,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL521,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1562610,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1120,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1021,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL3989676,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL3989754,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL25,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1200613,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1200804,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1200760,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL6,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL3181947,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL563,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1201124,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL15770,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1201013,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL3989410,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1200463,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL686,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL704,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1201141,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL1071,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL101,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL527,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL956,CHEMBL2094253
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL571,CHEMBL2094253
INHIBITOR,DNA topoisomerase II inhibitor,CHEMBL44657,CHEMBL2094255
INHIBITOR,DNA topoisomerase II inhibitor,CHEMBL452231,CHEMBL2094255
ANTAGONIST,Adenosine A2 receptor antagonist,CHEMBL628,CHEMBL2094257
ANTAGONIST,Adenosine receptor antagonist,CHEMBL1370561,CHEMBL2111329
ANTAGONIST,Adenosine receptor antagonist,CHEMBL1200569,CHEMBL2111329
ANTAGONIST,Adenosine receptor antagonist,CHEMBL113,CHEMBL2111329
AGONIST,Adenosine receptor agonist,CHEMBL477,CHEMBL2111329
ANTAGONIST,Adenosine receptor antagonist,CHEMBL1355736,CHEMBL2111329
ANTAGONIST,Adenosine receptor antagonist,CHEMBL1200578,CHEMBL2111329
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL730,CHEMBL2111348
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL1200689,CHEMBL2111348
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL136478,CHEMBL2111348
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL1311,CHEMBL2111348
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL6622,CHEMBL2111348
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL1456,CHEMBL2111369
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL866,CHEMBL2111369
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL1200955,CHEMBL2111369
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL727,CHEMBL2111369
INHIBITOR,Phosphodiesterase 7 inhibitor,CHEMBL1200875,CHEMBL2111411
AGONIST,Somatostatin receptor agonist,CHEMBL1200480,CHEMBL2111436
OPENER,"Sulfonylurea receptor 2, Kir6.2 opener",CHEMBL802,CHEMBL2095198
OPENER,"Sulfonylurea receptor 2, Kir6.2 opener",CHEMBL1200338,CHEMBL2095198
ANTAGONIST,Adrenergic receptor alpha antagonist,CHEMBL1201454,CHEMBL2095203
ANTAGONIST,Adrenergic receptor alpha antagonist,CHEMBL2311030,CHEMBL2095203
AGONIST,Adrenergic receptor alpha agonist,CHEMBL2448612,CHEMBL2095203
AGONIST,Adrenergic receptor alpha agonist,CHEMBL1706,CHEMBL2095203
AGONIST,Adrenergic receptor alpha agonist,CHEMBL1200413,CHEMBL2095203
ANTAGONIST,Adrenergic receptor alpha antagonist,CHEMBL1200873,CHEMBL2095203
AGONIST,Adrenergic receptor alpha agonist,CHEMBL1200791,CHEMBL2095203
ANTAGONIST,Adrenergic receptor alpha antagonist,CHEMBL3559672,CHEMBL2095203
ANTAGONIST,Adrenergic receptor alpha antagonist,CHEMBL1200787,CHEMBL2095203
ANTAGONIST,Adrenergic receptor alpha antagonist,CHEMBL1689,CHEMBL2095203
INHIBITOR,Monoamine oxidase inhibitor,CHEMBL1200895,CHEMBL2095205
INHIBITOR,Monoamine oxidase inhibitor,CHEMBL1200425,CHEMBL2095205
INHIBITOR,Monoamine oxidase inhibitor,CHEMBL1201168,CHEMBL2095205
INHIBITOR,Monoamine oxidase inhibitor,CHEMBL3989698,CHEMBL2095205
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1481,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL472,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL498,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1200874,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1073,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1589,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL817,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL1272,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL783,CHEMBL2096972
BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",CHEMBL782,CHEMBL2096972
BLOCKER,"Amiloride-sensitive sodium channel, ENaC blocker",CHEMBL585,CHEMBL2107836
BLOCKER,"Amiloride-sensitive sodium channel, ENaC blocker",CHEMBL1398126,CHEMBL2107836
INHIBITOR,Elongation factor 2 inhibitor,CHEMBL1201550,CHEMBL1795108
INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL467,CHEMBL2095215
INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1750,CHEMBL2095215
INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1637,CHEMBL2095215
INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1096882,CHEMBL2095215
INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,CHEMBL1200983,CHEMBL2095215
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1567,CHEMBL2095227
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1289926,CHEMBL2095227
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL24828,CHEMBL2095227
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1200485,CHEMBL2095227
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1201733,CHEMBL2095227
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1946170,CHEMBL2095227
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1237132,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1648,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1697,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1201729,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1200984,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1280,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL193,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1200805,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1200402,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1200326,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1428,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1726,CHEMBL2095229
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL1480,CHEMBL2095229
INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL218394,CHEMBL2095231
INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL231813,CHEMBL2095231
INHIBITOR,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL1201092,CHEMBL2095233
INHIBITOR,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL636,CHEMBL2095233
INHIBITOR,Cholinesterases; ACHE & BCHE inhibitor,CHEMBL1677,CHEMBL2095233
INHIBITOR,Interleukin-1 beta inhibitor,CHEMBL1201834,CHEMBL1909490
INHIBITOR,Interleukin-1 beta inhibitor,CHEMBL1201830,CHEMBL1909490
INHIBITOR,Matrix protein 2 inhibitor,CHEMBL1569,CHEMBL1932894
NEGATIVE ALLOSTERIC MODULATOR,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,CHEMBL1237082,CHEMBL1907594
ANTAGONIST,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,CHEMBL1318287,CHEMBL1907594
ANTAGONIST,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,CHEMBL1245,CHEMBL1907594
INHIBITOR,Integrin alpha-V/beta-3 inhibitor,CHEMBL1201584,CHEMBL1907598
INHIBITOR,Integrin alpha-4/beta-1 inhibitor,CHEMBL1201607,CHEMBL1907599
INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor,CHEMBL2107333,CHEMBL2069156
ANTAGONIST,Ryanodine receptor 3 antagonist,CHEMBL928,CHEMBL2062
AGONIST,Thyroid hormone receptor agonist,CHEMBL3545058,CHEMBL2111462
AGONIST,Thyroid hormone receptor agonist,CHEMBL1201119,CHEMBL2111462
AGONIST,Thyroid hormone receptor agonist,CHEMBL559,CHEMBL2111462
AGONIST,Thyroid hormone receptor agonist,CHEMBL1544,CHEMBL2111462
AGONIST,Thyroid hormone receptor agonist,CHEMBL2103741,CHEMBL2111462
AGONIST,GABA-B receptor agonist,CHEMBL1200682,CHEMBL2111463
AGONIST,GABA-B receptor agonist,CHEMBL701,CHEMBL2111463
INHIBITOR,4-hydroxyphenylpyruvate dioxygenase inhibitor,CHEMBL1337,CHEMBL1861
ANTAGONIST,Kappa opioid receptor antagonist,CHEMBL1685,CHEMBL237
AGONIST,Kappa opioid receptor agonist,CHEMBL1200543,CHEMBL237
AGONIST,Kappa opioid receptor agonist,CHEMBL1201047,CHEMBL237
AGONIST,Kappa opioid receptor agonist,CHEMBL511142,CHEMBL237
AGONIST,Kappa opioid receptor agonist,CHEMBL2368861,CHEMBL237
PARTIAL AGONIST,Kappa opioid receptor partial agonist,CHEMBL299400,CHEMBL237
PARTIAL AGONIST,Kappa opioid receptor partial agonist,CHEMBL2062276,CHEMBL237
INHIBITOR,Ornithine decarboxylase inhibitor,CHEMBL1201037,CHEMBL1869
AGONIST,Androgen Receptor agonist,CHEMBL1200585,CHEMBL1871
ANTAGONIST,Androgen Receptor antagonist,CHEMBL806,CHEMBL1871
ANTAGONIST,Androgen Receptor antagonist,CHEMBL1274,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1201048,CHEMBL1871
ANTAGONIST,Androgen Receptor antagonist,CHEMBL409,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1395,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1200623,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL2079587,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1170,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1200335,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1200946,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1200436,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1201101,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL386630,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1445,CHEMBL1871
ANTAGONIST,Androgen Receptor antagonist,CHEMBL1082407,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1200412,CHEMBL1871
AGONIST,Androgen Receptor agonist,CHEMBL1479,CHEMBL1871
PARTIAL AGONIST,Serotonin 4 (5-HT4) receptor partial agonist,CHEMBL1516474,CHEMBL1875
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL1200788,CHEMBL1875
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL1200940,CHEMBL1875
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1084172,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL714,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1200444,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1200893,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1201061,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1951071,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1200405,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1082607,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1367605,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1789842,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1315867,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL3989693,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL3989798,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1568057,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1441059,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1201153,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1200947,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL521606,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201731,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1200745,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL2361370,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201063,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1671,CHEMBL210
PARTIAL AGONIST,Beta-2 adrenergic receptor partial agonist,CHEMBL500,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1700,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1200920,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201177,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1200870,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL499,CHEMBL210
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1200418,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL1201115,CHEMBL210
INHIBITOR,GABA transporter 1 inhibitor,CHEMBL1695,CHEMBL1903
INHIBITOR,Cytochrome P450 11B1 inhibitor,CHEMBL1670,CHEMBL1908
INHIBITOR,CAMPATH-1 antigen inhibitor,CHEMBL1201587,CHEMBL1912
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL1471,CHEMBL249
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL1201782,CHEMBL249
INHIBITOR,Coagulation factor X inhibitor,CHEMBL231779,CHEMBL244
INHIBITOR,Coagulation factor X inhibitor,CHEMBL198362,CHEMBL244
INHIBITOR,Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI) inhibitor,CHEMBL1518,CHEMBL2019
INHIBITOR,Niemann-Pick C1-like protein 1 inhibitor,CHEMBL1138,CHEMBL2027
INHIBITOR,Alanine racemase inhibitor,CHEMBL771,CHEMBL2031
INHIBITOR,Phosphodiesterase 3A inhibitor,CHEMBL2096642,CHEMBL241
INHIBITOR,Phosphodiesterase 3A inhibitor,CHEMBL799,CHEMBL241
INHIBITOR,Phosphodiesterase 3A inhibitor,CHEMBL1200977,CHEMBL241
INHIBITOR,Phosphodiesterase 3A inhibitor,CHEMBL1752,CHEMBL241
INHIBITOR,Gamma-amino-N-butyrate transaminase inhibitor,CHEMBL89598,CHEMBL2044
AGONIST,Interleukin 11 receptor alpha agonist,CHEMBL1201573,CHEMBL2050
INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,CHEMBL374478,CHEMBL2364672
INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,CHEMBL444633,CHEMBL2364672
INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,CHEMBL1660,CHEMBL2364672
INHIBITOR,Bacterial DNA-directed RNA polymerase inhibitor,CHEMBL1617,CHEMBL2364672
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL264241,CHEMBL2364673
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL5314378,CHEMBL2364673
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL1237070,CHEMBL2364673
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL5314378,CHEMBL2364674
INHIBITOR,Cytochrome P450 3A inhibitor,CHEMBL2095208,CHEMBL2364675
POSITIVE MODULATOR,Nematode GABA-A receptor positive modulator,CHEMBL3989678,CHEMBL2364676
POSITIVE MODULATOR,Nematode GABA-A receptor positive modulator,CHEMBL937,CHEMBL2364676
HYDROLYTIC ENZYME,Heparan sulfate hydrolytic enzyme,CHEMBL1201826,CHEMBL2364677
HYDROLYTIC ENZYME,Heparan sulfate hydrolytic enzyme,CHEMBL1201595,CHEMBL2364677
INHIBITOR,Bacterial enoyl-[acyl-carrier-protein] reductase inhibitor,CHEMBL496,CHEMBL2364678
INHIBITOR,Bacterial enoyl-[acyl-carrier-protein] reductase inhibitor,CHEMBL849,CHEMBL2364678
INHIBITOR,Squalene monooxygenase inhibitor,CHEMBL1200397,CHEMBL2364679
INHIBITOR,Squalene monooxygenase inhibitor,CHEMBL1200832,CHEMBL2364679
INHIBITOR,Squalene monooxygenase inhibitor,CHEMBL822,CHEMBL2364679
